player_id,player_name,team,position,date,injury_risk_score,risk_category,model_version,model_accuracy,model_precision,model_recall,model_f1,model_note
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-01,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-02,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-03,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-04,7.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-05,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-06,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-07,26.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-08,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-09,2.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-10,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-11,11.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-12,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-13,10.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-14,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-15,13.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-16,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-17,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-18,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-19,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-20,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-21,2.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-22,18.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-23,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-24,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-25,19.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-26,1.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-27,1.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-28,9.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-29,20.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-30,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-01,3.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-02,19.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-03,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-04,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-05,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-06,15.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-07,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-08,8.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-09,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-10,34.5,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-11,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-12,12.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-13,7.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-14,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-15,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-16,2.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-17,6.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-18,14.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-19,7.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-20,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-21,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-22,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-23,12.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-24,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-25,7.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-26,11.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-27,33.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-28,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-29,7.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-19,1.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-20,5.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-21,59.3,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-22,1.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-23,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-24,9.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-25,0.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-26,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-27,14.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-28,24.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-01,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-02,11.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-03,8.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-04,12.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-05,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-06,2.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-07,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-08,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-09,20.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-10,27.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-11,12.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-12,3.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-13,6.9,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-14,17.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-15,2.2,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-16,0.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-17,6.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-18,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-19,11.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-20,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-21,29.3,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-22,12.4,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-23,33.6,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-24,24.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-25,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-26,0.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-27,2.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-28,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-29,11.0,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-30,7.5,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-31,6.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-01,22.1,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-02,0.6,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-03,1.7,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-04,32.0,Moderate,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-05,5.8,Low,synthetic-rf-v1,0.915,0.2,0.015,0.029,Sports analytics simulation only. Not a clinical or medical injury prediction model.
