player_id,player_name,team,position,date,session_type,workload_score,workload_7d_avg,workload_28d_avg,acwr,throwing_volume,throwing_7d_avg,sprint_count,sprint_7d_avg,workload_spike_flag
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-29,Game,599.8,371.17,293.86,1.263,38,28.43,13,10.0,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-04-30,Rest Day,5.5,350.53,294.06,1.192,0,27.86,0,10.0,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-01,Practice,318.0,351.3,292.97,1.199,21,29.29,27,13.71,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-02,Game,560.9,352.03,298.13,1.181,75,34.71,16,14.14,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-03,Practice,372.6,357.73,306.36,1.168,9,31.29,8,14.29,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-04,Practice,351.0,362.31,315.49,1.148,38,29.43,22,14.29,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-05,Practice,247.4,350.74,313.94,1.117,45,32.29,23,15.57,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-06,Game,509.0,337.77,316.22,1.068,65,36.14,25,17.29,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-07,Rest Day,0.0,336.99,313.23,1.076,0,36.14,0,17.29,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-08,Recovery,150.2,313.01,314.53,0.995,4,33.71,2,13.71,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-09,Practice,208.3,262.64,311.77,0.842,28,27.0,10,12.86,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-10,Practice,253.4,245.61,307.88,0.798,24,29.14,21,14.71,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-11,Travel Day,126.8,213.59,309.93,0.689,3,24.14,5,12.29,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-12,Game,536.4,254.87,318.93,0.799,26,21.43,29,13.14,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-13,Game,350.9,232.29,311.9,0.745,51,19.43,20,12.43,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-14,Rest Day,84.8,244.4,314.56,0.777,2,19.71,1,12.57,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-15,Recovery,72.7,233.33,307.09,0.76,0,19.14,4,12.86,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-16,Strength Training,360.3,255.04,305.02,0.836,5,15.86,9,12.71,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-17,Practice,318.2,264.3,311.82,0.848,64,21.57,13,11.57,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-18,Strength Training,268.3,284.51,309.97,0.918,4,21.71,5,11.57,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-19,Game,440.9,270.87,310.34,0.873,53,25.57,9,8.71,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-20,Game,520.9,295.16,309.1,0.955,45,24.71,20,8.71,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-21,Rest Day,41.0,288.9,305.2,0.947,1,24.57,3,9.0,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-22,Practice,279.7,318.47,304.03,1.047,29,28.71,11,10.0,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-23,Game,490.4,337.06,301.69,1.117,55,35.86,20,11.57,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-24,Practice,395.7,348.13,303.94,1.145,69,36.57,20,12.57,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-25,Practice,347.3,359.41,304.96,1.179,52,43.43,13,13.71,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-26,Game,572.8,378.26,313.69,1.206,32,40.43,26,16.14,True
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-27,Game,462.6,369.93,308.79,1.198,61,42.71,18,15.86,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-28,Rest Day,80.9,375.63,311.48,1.206,0,42.57,0,15.43,False
P001,Aaron Adams,Brooklyn Bats,Left Field,2026-05-29,Practice,271.6,374.47,309.82,1.209,45,44.86,31,18.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-19,Rest Day,39.6,39.6,39.6,1.0,6,6.0,0,0.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-20,Practice,269.7,154.65,154.65,1.0,54,30.0,18,9.0,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-21,Game,519.9,276.4,276.4,1.0,61,40.33,20,12.67,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-22,Practice,328.0,289.3,289.3,1.0,38,39.75,29,16.75,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-23,Travel Day,134.9,258.42,258.42,1.0,4,32.6,2,13.8,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-24,Practice,393.7,280.97,280.97,1.0,40,33.83,18,14.5,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-25,Practice,265.8,278.8,278.8,1.0,44,35.29,15,14.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-26,Rest Day,9.5,274.5,245.14,1.12,0,34.43,2,14.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-27,Strength Training,338.5,284.33,255.51,1.113,15,28.86,14,14.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-02-28,Game,549.2,288.51,284.88,1.013,32,24.71,24,14.86,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-01,Practice,223.4,273.57,279.29,0.98,17,21.71,26,14.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-02,Strength Training,252.6,290.39,277.07,1.048,9,22.43,8,15.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-03,Practice,293.8,276.11,278.35,0.992,35,21.71,25,16.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-04,Game,576.7,320.53,299.66,1.07,37,20.71,31,18.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-05,Rest Day,67.6,328.83,284.19,1.157,1,20.86,2,18.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-06,Strength Training,372.2,333.64,289.69,1.152,0,18.71,10,18.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-07,Strength Training,323.7,301.43,291.69,1.033,13,16.0,9,15.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-08,Practice,316.0,314.66,293.04,1.074,34,18.43,21,15.14,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-09,Practice,368.9,331.27,297.04,1.115,38,22.57,17,16.43,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-10,Game,594.3,374.2,311.9,1.2,48,24.43,40,18.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-11,Game,471.5,359.17,319.5,1.124,62,28.0,18,16.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-12,Rest Day,13.7,351.47,305.6,1.15,1,28.0,0,16.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-13,Practice,232.6,331.53,302.43,1.096,36,33.14,15,17.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-14,Game,498.3,356.47,310.59,1.148,68,41.0,22,19.0,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-15,Strength Training,210.5,341.4,306.58,1.114,15,38.29,11,17.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-16,Travel Day,129.0,307.13,299.75,1.025,4,33.43,3,15.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-17,Practice,370.1,275.1,302.36,0.91,28,30.57,15,12.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-18,Practice,358.4,258.94,304.36,0.851,32,26.29,13,11.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-19,Rest Day,79.7,268.37,305.79,0.878,2,26.43,0,11.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-20,Practice,312.6,279.8,307.32,0.91,41,27.14,16,11.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-21,Game,564.8,289.3,308.93,0.936,64,26.57,16,10.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-22,Strength Training,328.8,306.2,308.96,0.991,17,26.86,9,10.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-23,Practice,325.5,334.27,315.76,1.059,16,28.57,27,13.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-24,Game,541.9,358.81,321.06,1.118,34,29.43,21,14.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-25,Game,466.8,374.3,328.24,1.14,65,34.14,18,15.29,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-26,Rest Day,2.8,363.31,328.0,1.108,1,34.0,2,15.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-27,Recovery,66.5,328.16,318.28,1.031,5,28.86,3,13.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-28,Strength Training,369.7,300.29,311.87,0.963,8,20.86,4,12.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-29,Practice,301.6,296.4,314.66,0.942,39,24.0,16,13.0,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-30,Practice,251.9,285.89,314.64,0.909,45,28.14,24,12.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-03-31,Game,581.4,291.53,324.91,0.897,50,30.43,27,13.43,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-01,Game,523.0,299.56,322.99,0.927,49,28.14,11,12.43,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-02,Rest Day,66.9,308.71,322.97,0.956,3,28.43,1,12.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-03,Practice,304.6,342.73,320.55,1.069,27,31.57,22,15.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-04,Game,589.9,374.19,330.06,1.134,54,38.14,22,17.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-05,Practice,376.1,384.83,332.21,1.158,40,38.29,13,17.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-06,Practice,409.8,407.39,333.67,1.221,47,38.57,14,15.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-07,Game,468.0,391.19,329.16,1.188,39,37.0,19,14.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-08,Game,482.3,385.37,329.54,1.169,41,35.86,19,15.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-09,Rest Day,0.0,375.81,329.05,1.142,0,35.43,2,15.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-10,Practice,321.0,378.16,332.21,1.138,33,36.29,21,15.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-11,Practice,241.2,328.34,323.03,1.016,70,38.57,14,14.57,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-12,Practice,363.4,326.53,328.49,0.994,39,38.43,22,15.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-13,Recovery,210.4,298.04,331.4,0.899,3,32.14,8,15.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-14,Game,569.4,312.53,338.51,0.923,53,34.14,20,15.14,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-15,Game,441.0,306.63,341.46,0.898,43,34.43,12,14.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-16,Rest Day,28.6,310.71,339.64,0.915,1,34.57,2,14.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-17,Practice,269.6,303.37,338.1,0.897,41,35.71,29,15.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-18,Game,520.7,343.3,336.53,1.02,41,31.57,27,17.14,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-19,Practice,341.0,340.1,336.96,1.009,29,30.14,4,14.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-20,Practice,252.4,346.1,334.35,1.035,54,37.43,19,16.14,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-21,Practice,345.8,314.16,327.35,0.96,52,37.29,25,16.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-22,Game,479.1,319.6,327.79,0.975,35,36.14,16,17.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-23,Rest Day,18.4,318.14,328.35,0.969,0,36.0,2,17.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-24,Practice,299.3,322.39,336.66,0.958,28,34.14,27,17.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-25,Game,440.4,310.91,339.19,0.917,41,34.14,23,16.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-26,Practice,344.4,311.4,340.71,0.914,47,36.71,20,18.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-27,Practice,375.9,329.04,345.14,0.953,34,33.86,18,18.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-28,Game,570.4,361.13,344.75,1.048,9,27.71,18,17.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-29,Game,456.5,357.9,342.38,1.045,64,31.86,16,17.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-04-30,Rest Day,59.4,363.76,342.11,1.063,4,32.43,1,17.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-01,Recovery,131.9,339.84,335.94,1.012,6,29.29,10,15.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-02,Game,390.7,332.74,328.82,1.012,57,31.57,24,15.29,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-03,Practice,345.8,332.94,327.74,1.016,30,29.14,19,15.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-04,Travel Day,77.6,290.33,315.88,0.919,0,24.29,2,12.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-05,Practice,369.8,261.67,312.37,0.838,33,27.71,14,12.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-06,Game,491.2,266.63,312.69,0.853,66,28.0,5,10.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-07,Rest Day,42.6,264.23,314.21,0.841,2,27.71,1,10.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-08,Practice,346.5,294.89,315.12,0.936,36,32.0,15,11.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-09,Game,446.1,302.8,322.44,0.939,76,34.71,27,11.86,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-10,Recovery,79.8,264.8,312.31,0.848,4,31.0,0,9.14,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-11,Practice,274.8,292.97,314.61,0.931,47,37.71,20,11.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-12,Game,521.3,314.61,312.89,1.005,70,43.0,19,12.43,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-13,Game,471.2,311.76,313.97,0.993,77,44.57,26,15.43,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-14,Rest Day,56.0,313.67,314.95,0.996,0,44.29,0,15.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-15,Practice,207.0,293.74,312.71,0.939,42,45.14,27,17.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-16,Game,457.2,295.33,310.45,0.951,57,42.43,18,15.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-17,Strength Training,271.6,322.73,307.97,1.048,9,43.14,5,16.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-18,Travel Day,150.2,304.93,304.32,1.002,3,36.86,3,14.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-19,Game,484.2,299.63,309.26,0.969,75,37.57,31,15.71,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-20,Practice,418.8,292.14,307.11,0.951,49,33.57,12,13.71,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-21,Rest Day,0.0,284.14,306.45,0.927,5,34.29,1,13.86,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-22,Practice,307.3,298.47,306.74,0.973,51,35.57,24,13.43,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-23,Practice,282.1,273.46,301.08,0.908,48,34.29,19,13.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-24,Practice,316.9,279.93,300.1,0.933,37,38.29,8,14.0,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-25,Travel Day,199.4,286.96,293.8,0.977,9,39.14,0,13.57,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-26,Game,520.8,292.19,292.02,1.001,80,39.86,27,13.0,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-27,Game,494.9,303.06,293.4,1.033,48,39.71,20,14.14,True
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-28,Rest Day,0.0,303.06,291.27,1.04,2,39.29,2,14.29,False
P002,Blake Diaz,Chicago Lakes,Third Base,2026-05-29,Practice,305.5,302.8,297.47,1.018,45,38.43,19,13.57,False
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-19,Rest Day,16.9,16.9,16.9,1.0,1,1.0,2,2.0,False
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-20,Practice,286.7,151.8,151.8,1.0,29,15.0,20,11.0,True
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-21,Game,632.5,312.03,312.03,1.0,57,29.0,20,14.0,True
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-22,Practice,181.9,279.5,279.5,1.0,27,28.5,11,13.25,False
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-23,Strength Training,148.7,253.34,253.34,1.0,13,25.4,4,11.4,False
P003,Carlos Garcia,Dallas Ropers,Shortstop,2026-02-24,Game,412.7,279.9,279.9,1.0,55,30.33,21,13.0,True
